cli_document,frequencia,monetario,ultima_compra,primeira_compra,tipo_cliente,uf,recencia,recomprou,tempo_ate_segunda_compra
CLI_F3260356,1,219.8,2024-09-11,2024-09-11,ANTIGO,RJ,111,0,
CLI_F328228D,1,424.24,2024-03-20,2024-03-20,ANTIGO,PR,286,0,
CLI_F32C8BC7,1,226.84,2023-10-25,2023-10-25,ANTIGO,SP,433,0,
CLI_F32D33C3,4,1111.98,2024-12-25,2024-08-31,NOVO,BA,6,1,69.0
CLI_F32D4FDE,1,336.25,2024-10-07,2024-10-07,NOVO,MS,85,0,
CLI_F32DE823,1,143.14,2024-08-23,2024-08-23,NOVO,MG,130,0,
CLI_F32E41A6,1,278.36,2024-03-06,2024-03-06,NOVO,ES,300,0,
CLI_F330A71C,1,129.46,2024-12-29,2024-12-29,NOVO,MG,2,0,
CLI_F3315545,1,134.99,2024-02-01,2024-02-01,NOVO,RS,334,0,
CLI_F3370B89,1,164.23,2024-11-16,2024-11-16,NOVO,TO,45,0,
CLI_F3373D56,1,80.13,2024-11-29,2024-11-29,ANTIGO,SP,32,0,
CLI_F33A8312,7,1729.75,2024-11-15,2023-11-27,ANTIGO,RJ,46,1,58.0
CLI_F33D97B5,1,119.18,2024-03-13,2024-03-13,NOVO,RN,293,0,
CLI_F33F6D95,1,267.94,2023-08-02,2023-08-02,NOVO,SP,517,0,
CLI_F33F6E26,1,285.72,2023-11-12,2023-11-12,ANTIGO,SP,415,0,
CLI_F33FD8DC,3,377.5,2024-06-27,2023-07-24,ANTIGO,SP,187,1,53.0
CLI_F33FF178,2,698.79,2024-07-13,2024-06-30,NOVO,PR,171,1,13.0
CLI_F340FD39,1,373.98,2023-11-17,2023-11-17,NOVO,PE,410,0,
CLI_F341EF97,1,159.9,2024-06-10,2024-06-10,ANTIGO,SP,204,0,
CLI_F347DD74,1,247.41,2024-05-16,2024-05-16,NOVO,RJ,229,0,
CLI_F348F40A,1,154.46,2023-07-12,2023-07-12,NOVO,PR,538,0,
CLI_F34994DB,1,138.96,2024-06-08,2024-06-08,NOVO,PE,206,0,
CLI_F34A1645,1,136.57,2023-09-15,2023-09-15,NOVO,RS,473,0,
CLI_F34B1867,1,393.03,2024-11-30,2024-11-30,NOVO,SP,31,0,
CLI_F34BCEF4,1,127.74,2023-08-05,2023-08-05,NOVO,PB,514,0,
CLI_F34CA2DA,1,183.83,2023-12-01,2023-12-01,ANTIGO,SP,396,0,
CLI_F34D218E,1,177.65,2023-08-17,2023-08-17,NOVO,RJ,502,0,
CLI_F34D8B7C,1,116.16,2024-11-06,2024-11-06,ANTIGO,MG,55,0,
CLI_F34D904C,1,172.8,2024-05-26,2024-05-26,NOVO,RJ,219,0,
CLI_F34F9398,1,302.7,2024-03-25,2024-03-25,ANTIGO,SP,281,0,
CLI_F3507B2C,1,147.7,2023-08-28,2023-08-28,ANTIGO,RJ,491,0,
CLI_F350F267,1,150.07,2024-08-06,2024-08-06,NOVO,AM,147,0,
CLI_F3512DE6,1,247.6,2023-10-28,2023-10-28,NOVO,SP,430,0,
CLI_F35350D7,1,780.11,2024-11-26,2024-11-26,ANTIGO,RJ,35,0,
CLI_F353A98C,1,172.95,2023-07-19,2023-07-19,NOVO,MG,531,0,
CLI_F3580A55,1,231.81,2023-11-26,2023-11-26,NOVO,SP,401,0,
CLI_F358AE55,1,138.65,2024-10-24,2024-10-24,NOVO,SC,68,0,
CLI_F35915EB,1,288.61,2023-08-13,2023-08-13,NOVO,MG,506,0,
CLI_F359F6A9,1,73.85,2024-11-19,2024-11-19,NOVO,SP,42,0,
CLI_F35A69B1,1,78.63,2024-04-17,2024-04-17,ANTIGO,SP,258,0,
CLI_F35C0754,1,231.12,2024-11-19,2024-11-19,NOVO,MG,42,0,
CLI_F35C92E0,1,364.76,2023-07-25,2023-07-25,ANTIGO,PR,525,0,
CLI_F360F72E,1,152.76,2024-07-26,2024-07-26,NOVO,GO,158,0,
CLI_F36891C1,1,239.84,2024-07-24,2024-07-24,NOVO,SP,160,0,
CLI_F3695BF9,1,133.36,2024-02-12,2024-02-12,NOVO,PR,323,0,
CLI_F36A27D9,4,888.53,2024-03-19,2024-01-02,NOVO,BA,287,1,17.0
CLI_F36D7A14,1,155.87,2024-07-26,2024-07-26,NOVO,PR,158,0,
CLI_F36E427C,1,80.35,2024-09-22,2024-09-22,NOVO,PR,100,0,
CLI_F36EED48,1,357.35,2024-12-13,2024-12-13,NOVO,RJ,18,0,
CLI_F370F072,1,86.77,2024-11-27,2024-11-27,NOVO,RJ,34,0,
CLI_F3736035,1,201.39,2024-11-22,2024-11-22,NOVO,RS,39,0,
CLI_F375ABA7,1,172.13,2024-11-29,2024-11-29,NOVO,RJ,32,0,
CLI_F3768A89,4,1752.82,2024-10-17,2023-09-27,ANTIGO,PR,75,1,120.0
CLI_F376DD6F,1,136.15,2023-09-04,2023-09-04,ANTIGO,SP,484,0,
CLI_F376EEE8,2,238.88,2024-04-07,2024-01-22,NOVO,SP,268,1,76.0
CLI_F379A117,1,121.84,2024-09-15,2024-09-15,ANTIGO,SP,107,0,
CLI_F37B59E9,1,139.8,2024-02-29,2024-02-29,NOVO,SP,306,0,
CLI_F37C7641,1,243.04,2024-09-15,2024-09-15,NOVO,RJ,107,0,
CLI_F37DF534,1,294.67,2024-07-04,2024-07-04,NOVO,PR,180,0,
CLI_F37DF8A1,1,169.84,2023-10-19,2023-10-19,ANTIGO,SP,439,0,
CLI_F37F03B3,2,474.7,2024-02-19,2024-01-06,NOVO,DF,316,1,44.0
CLI_F37FBF1D,1,129.79,2024-11-20,2024-11-20,NOVO,SP,41,0,
CLI_F3808828,1,267.38,2024-01-31,2024-01-31,NOVO,SP,335,0,
CLI_F380C582,1,80.91,2023-10-05,2023-10-05,ANTIGO,SP,453,0,
CLI_F381927B,1,157.79,2023-10-17,2023-10-17,NOVO,RJ,441,0,
CLI_F38235F5,2,255.72000000000003,2024-11-04,2024-06-20,NOVO,SP,57,1,137.0
CLI_F384BDE9,1,127.66,2024-11-28,2024-11-28,NOVO,MG,33,0,
CLI_F3883593,1,111.33,2023-08-30,2023-08-30,NOVO,MG,489,0,
CLI_F389C9D6,1,141.44,2023-12-25,2023-12-25,NOVO,SC,372,0,
CLI_F38C9F26,1,188.1,2023-11-01,2023-11-01,ANTIGO,RJ,426,0,
CLI_F38EB05A,1,231.99,2024-07-08,2024-07-08,NOVO,PR,176,0,
CLI_F3951B10,1,167.83,2023-09-09,2023-09-09,NOVO,SP,479,0,
CLI_F395370B,2,148.9,2024-10-07,2024-06-12,NOVO,MG,85,1,117.0
CLI_F396DC32,3,570.91,2024-12-15,2023-11-08,ANTIGO,RS,16,1,289.0
CLI_F39736B9,1,289.7,2024-02-19,2024-02-19,NOVO,SP,316,0,
CLI_F3997A26,1,98.61,2023-10-14,2023-10-14,ANTIGO,SP,444,0,
CLI_F39A0B46,1,434.8,2023-08-30,2023-08-30,NOVO,SP,489,0,
CLI_F39BA8B2,1,140.8,2024-03-15,2024-03-15,NOVO,SP,291,0,
CLI_F39BD166,1,208.31,2023-11-23,2023-11-23,ANTIGO,SP,404,0,
CLI_F39D42B1,2,505.48,2024-09-17,2023-08-04,NOVO,PB,105,1,410.0
CLI_F39EDD2B,2,318.46000000000004,2024-09-15,2023-11-17,NOVO,ES,107,1,303.0
CLI_F39F2F68,2,530.0899999999999,2024-10-09,2024-05-29,ANTIGO,SP,83,1,133.0
CLI_F39FB041,1,86.91,2024-11-06,2024-11-06,NOVO,SC,55,0,
CLI_F39FFFF8,2,210.22,2024-12-07,2023-11-05,ANTIGO,PA,24,1,398.0
CLI_F3A13F98,2,1653.76,2024-09-15,2024-03-15,NOVO,SP,107,1,184.0
CLI_F3A26EC3,1,581.42,2024-09-15,2024-09-15,NOVO,SP,107,0,
CLI_F3A35F22,1,692.96,2024-11-21,2024-11-21,ANTIGO,RJ,40,0,
CLI_F3A6D8EC,2,611.0,2024-09-04,2024-04-10,NOVO,RJ,118,1,147.0
CLI_F3AA6F98,2,445.33,2024-11-02,2024-03-15,NOVO,RJ,59,1,232.0
CLI_F3AC4D8C,1,139.58,2024-03-29,2024-03-29,NOVO,ES,277,0,
CLI_F3AC754C,1,83.94,2024-01-11,2024-01-11,NOVO,RJ,355,0,
CLI_F3AE8D39,1,167.2,2023-12-21,2023-12-21,NOVO,SP,376,0,
CLI_F3AF2C34,1,185.0,2024-03-18,2024-03-18,NOVO,SP,288,0,
CLI_F3B0740E,2,502.58,2024-11-24,2024-06-12,NOVO,RJ,37,1,165.0
CLI_F3B1C242,1,119.92,2024-05-01,2024-05-01,NOVO,SP,244,0,
CLI_F3B28724,1,115.4,2024-12-22,2024-12-22,NOVO,SP,9,0,
CLI_F3B3FBA1,1,189.0,2024-04-27,2024-04-27,ANTIGO,MG,248,0,
CLI_F3B48713,1,368.96,2024-03-05,2024-03-05,NOVO,MG,301,0,
CLI_F3BB9926,1,79.3,2024-04-17,2024-04-17,NOVO,SP,258,0,
CLI_F3BC4F33,1,127.14,2024-12-31,2024-12-31,ANTIGO,SP,0,0,
CLI_F3BD5E12,1,136.29,2024-10-06,2024-10-06,NOVO,MS,86,0,
CLI_F3BEDDF7,2,394.53,2024-11-28,2024-11-21,ANTIGO,SP,33,1,7.0
CLI_F3BFF225,1,167.09,2024-07-21,2024-07-21,NOVO,SC,163,0,
CLI_F3C494AB,1,460.89,2024-06-17,2024-06-17,NOVO,BA,197,0,
CLI_F3C4CD96,1,248.04,2024-11-17,2024-11-17,ANTIGO,SP,44,0,
CLI_F3C50225,1,151.41,2024-12-22,2024-12-22,NOVO,SP,9,0,
CLI_F3C58EB6,1,109.72,2024-11-06,2024-11-06,NOVO,RJ,55,0,
CLI_F3C5ABC4,2,372.53,2023-11-30,2023-07-31,NOVO,PB,397,1,122.0
CLI_F3C61892,3,829.61,2024-11-29,2024-04-18,ANTIGO,SP,32,1,201.0
CLI_F3CD4CB0,1,129.08,2023-08-05,2023-08-05,NOVO,SP,514,0,
CLI_F3CF28A9,1,129.96,2024-05-06,2024-05-06,NOVO,RJ,239,0,
CLI_F3D0919B,3,519.5699999999999,2024-08-23,2024-02-19,NOVO,SP,130,1,97.0
CLI_F3D178AA,1,231.58,2024-12-27,2024-12-27,NOVO,PE,4,0,
CLI_F3D1D333,1,271.04,2024-03-15,2024-03-15,NOVO,RN,291,0,
CLI_F3D24BB5,1,69.93,2024-10-17,2024-10-17,ANTIGO,PA,75,0,
CLI_F3D57D9D,3,1233.6399999999999,2024-11-29,2023-11-20,ANTIGO,SP,32,1,157.0
CLI_F3D921CF,1,100.73,2024-05-22,2024-05-22,NOVO,PR,223,0,
CLI_F3DAD2CF,1,134.79,2024-11-27,2024-11-27,NOVO,RJ,34,0,
CLI_F3DC4E4E,1,222.46,2023-11-24,2023-11-24,NOVO,RJ,403,0,
CLI_F3DE950F,1,113.68,2024-12-27,2024-12-27,NOVO,SP,4,0,
CLI_F3DEDD68,1,290.03,2024-12-12,2024-12-12,NOVO,SP,19,0,
CLI_F3DF120F,1,428.01,2024-05-25,2024-05-25,NOVO,SP,220,0,
CLI_F3E11082,1,111.92,2023-08-25,2023-08-25,NOVO,RJ,494,0,
CLI_F3E116FD,1,139.9,2023-08-02,2023-08-02,NOVO,SP,517,0,
CLI_F3E1DA48,2,296.96000000000004,2024-04-23,2023-09-01,NOVO,SP,252,1,235.0
CLI_F3E24CC0,2,489.55,2024-09-07,2024-02-21,NOVO,SP,115,1,199.0
CLI_F3E2B27F,1,127.45,2023-09-02,2023-09-02,NOVO,PR,486,0,
CLI_F3E4A8EB,11,4555.46,2024-11-10,2023-09-14,ANTIGO,RJ,51,1,91.0
CLI_F3E4B5B0,2,463.84,2024-09-15,2023-11-10,NOVO,BA,107,1,310.0
CLI_F3E65AB1,2,263.4,2024-10-10,2023-11-25,ANTIGO,PR,82,1,320.0
CLI_F3E76141,1,259.0,2024-09-08,2024-09-08,NOVO,MS,114,0,
CLI_F3E7819D,1,159.9,2024-05-05,2024-05-05,NOVO,SP,240,0,
CLI_F3E87477,1,71.52,2023-07-25,2023-07-25,NOVO,SP,525,0,
CLI_F3E949DC,1,168.8,2023-10-25,2023-10-25,NOVO,SP,433,0,
CLI_F3EB6E90,1,247.41,2024-07-09,2024-07-09,NOVO,SP,175,0,
CLI_F3EB8883,2,238.62,2024-11-29,2023-11-26,NOVO,RS,32,1,369.0
CLI_F3EDAC8C,3,504.53,2024-11-30,2023-10-21,ANTIGO,MG,31,1,263.0
CLI_F3EE95E4,4,521.06,2024-11-18,2023-08-17,ANTIGO,SP,43,1,96.0
CLI_F3F03393,1,75.13,2023-11-26,2023-11-26,NOVO,MG,401,0,
CLI_F3F037E0,1,218.3,2024-10-13,2024-10-13,NOVO,SP,79,0,
CLI_F3F06FCA,2,522.34,2024-06-15,2024-03-10,NOVO,SP,199,1,97.0
CLI_F3F14DD6,1,149.85,2024-10-07,2024-10-07,NOVO,RJ,85,0,
CLI_F3F1BF57,1,177.45,2024-09-27,2024-09-27,NOVO,BA,95,0,
CLI_F3F1D56F,1,137.82,2024-11-22,2024-11-22,NOVO,DF,39,0,
CLI_F3F31863,1,133.23,2024-03-18,2024-03-18,NOVO,MG,288,0,
CLI_F3F43840,1,287.72,2024-03-15,2024-03-15,ANTIGO,SP,291,0,
CLI_F3F4E86A,1,117.79,2024-11-15,2024-11-15,NOVO,SP,46,0,
CLI_F3F551C9,1,114.08,2023-09-29,2023-09-29,NOVO,PR,459,0,
CLI_F3F71040,1,258.83,2023-10-10,2023-10-10,ANTIGO,RJ,448,0,
CLI_F3F76D3C,1,199.29,2023-11-24,2023-11-24,NOVO,MG,403,0,
CLI_F3F7A81D,1,477.73,2024-03-04,2024-03-04,NOVO,RJ,302,0,
CLI_F3FAD3FE,2,598.3199999999999,2024-08-14,2023-08-16,NOVO,SP,139,1,364.0
CLI_F3FB31E4,1,255.73,2024-07-12,2024-07-12,NOVO,BA,172,0,
CLI_F3FB45FF,3,402.25,2024-06-26,2023-10-09,ANTIGO,SP,188,1,44.0
CLI_F3FB7912,1,141.6,2023-11-06,2023-11-06,ANTIGO,SP,421,0,
CLI_F3FB9F3B,1,132.84,2024-07-28,2024-07-28,NOVO,SP,156,0,
CLI_F3FD33A0,1,239.9,2023-11-17,2023-11-17,ANTIGO,AM,410,0,
CLI_F3FF70EF,3,552.13,2024-11-13,2024-06-04,ANTIGO,PR,48,1,0.0
CLI_F3FFAB6C,1,73.91,2023-08-20,2023-08-20,NOVO,RS,499,0,
CLI_F4013DE1,2,339.48,2024-06-27,2023-09-10,ANTIGO,MG,187,1,291.0
CLI_F4031466,1,129.79,2024-12-26,2024-12-26,NOVO,SP,5,0,
CLI_F4042023,1,190.74,2024-05-17,2024-05-17,NOVO,SP,228,0,
CLI_F404384A,1,289.55,2024-11-21,2024-11-21,ANTIGO,SP,40,0,
CLI_F407BC84,1,130.15,2024-01-17,2024-01-17,NOVO,SP,349,0,
CLI_F40C275F,1,119.18,2023-10-25,2023-10-25,NOVO,GO,433,0,
CLI_F40F781E,1,96.87,2024-05-06,2024-05-06,NOVO,RJ,239,0,
CLI_F410B1C1,1,168.67,2023-08-17,2023-08-17,ANTIGO,RS,502,0,
CLI_F410C3DE,2,146.87,2024-11-16,2024-09-21,NOVO,SP,45,1,56.0
CLI_F41184C4,1,125.42,2024-04-05,2024-04-05,ANTIGO,RJ,270,0,
CLI_F4161DE4,2,426.69,2024-10-17,2024-05-13,ANTIGO,SC,75,1,157.0
CLI_F41690F9,1,131.11,2024-04-18,2024-04-18,NOVO,PR,257,0,
CLI_F416BCDF,2,1079.03,2024-04-18,2023-11-24,NOVO,MG,257,1,146.0
CLI_F4171A05,1,167.65,2024-11-27,2024-11-27,NOVO,SP,34,0,
CLI_F4174459,1,139.86,2023-08-21,2023-08-21,NOVO,PR,498,0,
CLI_F4190622,1,239.9,2023-08-18,2023-08-18,NOVO,SP,501,0,
CLI_F419A667,1,747.0,2023-08-20,2023-08-20,ANTIGO,SP,499,0,
CLI_F41AEF22,1,595.2,2024-03-28,2024-03-28,NOVO,SP,278,0,
CLI_F41BAF7A,1,69.93,2023-08-21,2023-08-21,NOVO,SP,498,0,
CLI_F41BB21D,1,137.81,2024-04-19,2024-04-19,NOVO,SP,256,0,
CLI_F41D4D6D,2,260.95,2024-11-21,2023-08-21,ANTIGO,RS,40,1,458.0
CLI_F41E85BB,1,182.4,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_F41EB57E,1,287.83,2023-08-02,2023-08-02,NOVO,PA,517,0,
CLI_F41EDC14,1,518.0,2024-02-29,2024-02-29,ANTIGO,MG,306,0,
CLI_F4202FEE,1,217.26,2024-10-07,2024-10-07,NOVO,SC,85,0,
CLI_F426C48C,1,316.58,2024-05-13,2024-05-13,NOVO,RJ,232,0,
CLI_F42854F6,1,127.12,2024-02-10,2024-02-10,NOVO,MG,325,0,
CLI_F428CCF5,2,306.14,2024-11-04,2023-11-07,ANTIGO,RS,57,1,363.0
CLI_F4291C20,1,249.64,2024-11-21,2024-11-21,NOVO,SP,40,0,
CLI_F42A41E6,1,161.45,2024-06-11,2024-06-11,ANTIGO,MG,203,0,
CLI_F42C81C3,1,233.1,2023-11-28,2023-11-28,NOVO,SC,399,0,
CLI_F4304CFB,3,607.18,2024-02-10,2023-08-29,ANTIGO,RJ,325,1,88.0
CLI_F43560A5,1,143.01,2023-07-24,2023-07-24,NOVO,PA,526,0,
CLI_F4359C3E,1,692.26,2024-09-04,2024-09-04,NOVO,SP,118,0,
CLI_F438A805,1,238.36,2023-11-04,2023-11-04,NOVO,RJ,423,0,
CLI_F43B3BAD,1,321.07,2024-12-05,2024-12-05,NOVO,RJ,26,0,
CLI_F4402141,1,286.13,2023-11-28,2023-11-28,NOVO,PB,399,0,
CLI_F4405D66,1,241.9,2024-06-26,2024-06-26,NOVO,RJ,188,0,
CLI_F440E372,1,152.4,2024-04-17,2024-04-17,NOVO,SC,258,0,
CLI_F44284F8,3,529.8299999999999,2024-11-11,2024-04-17,NOVO,SC,50,1,128.0
CLI_F443D136,1,150.29,2023-07-25,2023-07-25,ANTIGO,PR,525,0,
CLI_F448204E,1,170.94,2023-09-21,2023-09-21,ANTIGO,MA,467,0,
CLI_F4492384,1,288.87,2024-04-01,2024-04-01,NOVO,MT,274,0,
CLI_F44B1900,1,157.96,2024-08-08,2024-08-08,NOVO,PR,145,0,
CLI_F44C18F6,2,283.45,2024-08-13,2023-07-08,NOVO,SP,140,1,402.0
CLI_F44F1BEE,1,139.86,2024-09-20,2024-09-20,ANTIGO,ES,102,0,
CLI_F44FDD70,1,98.6,2023-07-19,2023-07-19,NOVO,SP,531,0,
CLI_F45190F0,2,377.0,2024-09-11,2024-06-26,NOVO,SP,111,1,77.0
CLI_F45564A4,1,80.94,2024-03-15,2024-03-15,NOVO,SP,291,0,
CLI_F455B02E,1,403.52,2024-12-23,2024-12-23,NOVO,MG,8,0,
CLI_F455B96D,2,550.0,2024-09-11,2024-02-06,ANTIGO,RJ,111,1,218.0
CLI_F455FCBB,1,101.72,2024-09-30,2024-09-30,NOVO,SP,92,0,
CLI_F458B755,1,161.61,2024-05-30,2024-05-30,NOVO,SC,215,0,
CLI_F45BB1E2,1,97.8,2024-08-01,2024-08-01,NOVO,RJ,152,0,
CLI_F45C6A2D,1,140.91,2024-01-03,2024-01-03,NOVO,RS,363,0,
CLI_F45F8533,6,1695.32,2024-01-29,2023-11-18,ANTIGO,PR,337,1,0.0
CLI_F461274C,5,1019.89,2024-10-17,2023-08-21,ANTIGO,RS,75,1,74.0
CLI_F461DB4F,3,526.83,2024-11-17,2024-03-08,ANTIGO,RJ,44,1,193.0
CLI_F462A154,1,117.6,2024-03-12,2024-03-12,ANTIGO,RJ,294,0,
CLI_F46460E8,1,158.9,2023-09-20,2023-09-20,NOVO,SP,468,0,
CLI_F466A3F4,1,119.93,2023-11-24,2023-11-24,NOVO,SP,403,0,
CLI_F468EC86,3,458.25,2024-11-18,2024-03-13,NOVO,MG,43,1,141.0
CLI_F46A4A30,2,873.11,2024-10-07,2024-01-28,NOVO,RJ,85,1,253.0
CLI_F46BA7D4,1,194.65,2023-09-29,2023-09-29,NOVO,SP,459,0,
CLI_F46E71B2,1,117.89,2024-08-07,2024-08-07,ANTIGO,MG,146,0,
CLI_F46E9911,9,2094.81,2024-09-11,2023-11-17,ANTIGO,RJ,111,1,1.0
CLI_F46F6181,1,152.76,2024-08-23,2024-08-23,NOVO,PA,130,0,
CLI_F47063A9,1,189.72,2023-07-08,2023-07-08,ANTIGO,DF,542,0,
CLI_F47117E5,1,158.86,2023-11-13,2023-11-13,ANTIGO,RJ,414,0,
CLI_F472B88D,1,177.45,2024-11-29,2024-11-29,ANTIGO,RJ,32,0,
CLI_F479AA61,5,1865.87,2024-12-10,2023-11-11,ANTIGO,BA,21,1,32.0
CLI_F479AEDB,1,154.19,2024-07-25,2024-07-25,NOVO,SP,159,0,
CLI_F47D5F95,2,410.23,2023-11-10,2023-09-15,ANTIGO,SC,417,1,56.0
CLI_F47DD876,5,1734.27,2024-04-16,2023-07-09,ANTIGO,RJ,259,1,67.0
CLI_F47E0484,1,363.92,2023-09-25,2023-09-25,NOVO,RJ,463,0,
CLI_F481979F,1,438.9,2023-09-07,2023-09-07,ANTIGO,SP,481,0,
CLI_F48203D6,2,332.23,2024-01-16,2023-09-10,ANTIGO,PA,350,1,128.0
CLI_F482C738,1,166.62,2024-11-13,2024-11-13,NOVO,SP,48,0,
CLI_F484C75A,1,238.0,2024-04-08,2024-04-08,NOVO,SP,267,0,
CLI_F486A2CA,1,194.65,2023-10-01,2023-10-01,NOVO,SP,457,0,
CLI_F4891EB7,2,308.03999999999996,2024-12-03,2024-06-30,ANTIGO,SP,28,1,156.0
CLI_F48B32A2,1,231.92,2024-03-15,2024-03-15,NOVO,SP,291,0,
CLI_F48CD489,3,395.76,2024-04-08,2024-02-25,NOVO,SP,267,1,5.0
CLI_F492E215,4,1044.33,2024-09-14,2023-10-19,ANTIGO,RJ,108,1,102.0
CLI_F49327D6,1,135.01,2024-09-13,2024-09-13,NOVO,SP,109,0,
CLI_F49497B5,1,147.7,2023-10-30,2023-10-30,NOVO,SP,428,0,
CLI_F49633CC,1,85.84,2024-09-29,2024-09-29,NOVO,SP,93,0,
CLI_F4967FF8,1,197.82,2023-08-08,2023-08-08,NOVO,SP,511,0,
CLI_F4989DB1,1,229.82,2024-10-31,2024-10-31,ANTIGO,SP,61,0,
CLI_F4995B55,3,533.63,2024-01-19,2023-10-19,ANTIGO,DF,347,1,55.0
CLI_F499F782,1,109.73,2024-11-27,2024-11-27,NOVO,PR,34,0,
CLI_F49AAD82,1,97.89,2023-08-03,2023-08-03,NOVO,SP,516,0,
CLI_F49C1D13,1,204.56,2024-11-27,2024-11-27,NOVO,ES,34,0,
CLI_F49FC3C7,1,120.62,2024-02-18,2024-02-18,NOVO,MG,317,0,
CLI_F4A07F19,1,309.32,2023-07-01,2023-07-01,NOVO,PR,549,0,
CLI_F4A0DFEE,2,208.73000000000002,2024-10-27,2024-06-16,NOVO,ES,65,1,133.0
CLI_F4A10F4D,1,154.91,2024-04-13,2024-04-13,NOVO,SP,262,0,
CLI_F4A16263,1,158.86,2024-02-19,2024-02-19,NOVO,SP,316,0,
CLI_F4A2E52A,3,535.71,2024-08-17,2023-12-05,ANTIGO,TO,136,1,36.0
CLI_F4A53038,1,163.54,2024-06-21,2024-06-21,NOVO,SP,193,0,
CLI_F4A5D845,1,108.6,2023-08-29,2023-08-29,ANTIGO,SP,490,0,
CLI_F4A5E0DF,2,1188.05,2023-10-18,2023-09-20,NOVO,RS,440,1,28.0
CLI_F4A603C1,1,85.6,2024-09-27,2024-09-27,NOVO,MG,95,0,
CLI_F4A74187,1,661.98,2023-07-31,2023-07-31,ANTIGO,MG,519,0,
CLI_F4A7CDDC,1,79.61,2024-09-21,2024-09-21,ANTIGO,RJ,101,0,
CLI_F4AC39D2,1,154.89,2023-11-24,2023-11-24,ANTIGO,SP,403,0,
CLI_F4ACCAA7,2,744.74,2024-11-29,2024-11-14,NOVO,MG,32,1,15.0
CLI_F4AE408C,1,682.11,2024-09-01,2024-09-01,NOVO,SP,121,0,
CLI_F4AF0A8C,2,426.08000000000004,2024-11-30,2024-10-26,NOVO,SP,31,1,35.0
CLI_F4B0AA81,1,339.85,2024-11-12,2024-11-12,NOVO,SP,49,0,
CLI_F4B282F3,2,248.16,2024-03-25,2024-02-03,NOVO,SP,281,1,51.0
CLI_F4B4F7C8,2,373.73,2024-10-13,2024-03-02,ANTIGO,RJ,79,1,225.0
CLI_F4B7EC25,1,149.9,2023-09-08,2023-09-08,NOVO,SP,480,0,
CLI_F4B886FC,2,146.07999999999998,2024-11-22,2023-07-02,NOVO,PA,39,1,509.0
CLI_F4B9F1B5,1,308.52,2024-06-04,2024-06-04,NOVO,SP,210,0,
CLI_F4BCC068,1,159.84,2024-02-02,2024-02-02,NOVO,PR,333,0,
CLI_F4BE2962,2,284.99,2023-10-08,2023-08-21,ANTIGO,RJ,450,1,48.0
CLI_F4C02F3F,1,154.47,2024-07-09,2024-07-09,NOVO,SP,175,0,
CLI_F4C0CC95,2,403.06,2024-10-05,2024-07-05,NOVO,RJ,87,1,92.0
CLI_F4C12145,1,312.26,2023-11-03,2023-11-03,NOVO,DF,424,0,
CLI_F4C24B5D,1,279.72,2024-08-23,2024-08-23,ANTIGO,SP,130,0,
CLI_F4C26DAF,3,343.03999999999996,2024-10-01,2024-05-03,ANTIGO,SP,91,1,112.0
CLI_F4C3C821,2,179.86,2024-06-14,2023-11-06,NOVO,SP,200,1,221.0
CLI_F4C49758,1,223.0,2024-08-10,2024-08-10,NOVO,SP,143,0,
CLI_F4C70BA4,1,150.14,2024-08-23,2024-08-23,NOVO,SP,130,0,
CLI_F4C84928,1,108.18,2024-10-13,2024-10-13,NOVO,SP,79,0,
CLI_F4CD8DFB,1,131.22,2024-05-05,2024-05-05,NOVO,SP,240,0,
CLI_F4CE09B4,2,361.06,2024-09-17,2023-09-15,ANTIGO,RS,105,1,368.0
CLI_F4CE3115,1,775.76,2024-03-15,2024-03-15,ANTIGO,MG,291,0,
CLI_F4CE3B91,1,252.2,2024-12-19,2024-12-19,NOVO,PR,12,0,
CLI_F4CE6FB6,1,322.84,2023-12-27,2023-12-27,NOVO,SP,370,0,
CLI_F4D1E60F,1,138.78,2024-11-27,2024-11-27,NOVO,SP,34,0,
CLI_F4DB7CA4,1,127.42,2024-11-28,2024-11-28,ANTIGO,SP,33,0,
CLI_F4DCEE4D,1,134.6,2024-11-19,2024-11-19,ANTIGO,RJ,42,0,
CLI_F4DDA48A,1,188.1,2023-08-02,2023-08-02,NOVO,SP,517,0,
CLI_F4DEC664,3,413.76,2024-11-25,2024-03-20,NOVO,SP,36,1,146.0
CLI_F4E2CA9B,1,119.18,2024-03-28,2024-03-28,NOVO,RJ,278,0,
CLI_F4E47263,1,148.6,2023-11-02,2023-11-02,NOVO,RJ,425,0,
CLI_F4E7954A,1,125.8,2024-11-21,2024-11-21,NOVO,SP,40,0,
CLI_F4E7F73C,1,121.55,2024-11-28,2024-11-28,ANTIGO,SP,33,0,
CLI_F4E8A794,1,123.25,2024-08-13,2024-08-13,NOVO,RJ,140,0,
CLI_F4ECCA6A,1,78.94,2023-10-05,2023-10-05,NOVO,SP,453,0,
CLI_F4F67915,1,102.07,2024-11-27,2024-11-27,NOVO,PR,34,0,
CLI_F4F7E87F,1,246.53,2024-12-22,2024-12-22,NOVO,RJ,9,0,
CLI_F4F8E9AC,1,74.32,2024-11-24,2024-11-24,NOVO,MG,37,0,
CLI_F4F964B3,1,206.96,2023-11-25,2023-11-25,NOVO,SP,402,0,
